@relation training-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.instance.StratifiedRemoveFolds-S1-N5-F1

@attribute SeriousDlqin2yrs {0,1}
@attribute RevolvingUtilizationOfUnsecuredLines numeric
@attribute age numeric
@attribute NumberOfTime30_59DaysPastDueNotWorse numeric
@attribute DebtRatio numeric
@attribute MonthlyIncome numeric
@attribute NumberOfOpenCreditLinesAndLoans numeric
@attribute NumberOfTimes90DaysLate numeric
@attribute NumberRealEstateLoansOrLines numeric
@attribute NumberOfTime60_89DaysPastDueNotWorse numeric
@attribute NumberOfDependents numeric

@data
0,0,49,0,0.075395,7400,7,0,0,0,1
0,0.066774,69,0,0.01932,1500,4,0,0,0,0
0,0.204159,56,0,0.238966,9900,13,0,2,0,0
0,0.186866,69,0,0.309033,8202,9,0,1,0,0
0,0,42,0,0.141471,10616,3,0,2,0,2
0,1.041922,46,0,0.333133,6666,4,0,1,0,3
0,0.009258,74,0,0.005998,2500,3,0,0,0,0
0,0.549766,56,0,2673,?,8,0,1,0,0
0,0.877281,37,0,0.364806,4818,8,0,1,1,1
0,0.044947,79,0,0.100385,7530,15,0,1,0,1
0,0.561315,40,0,0.877025,5000,14,0,2,0,1
0,0.24697,48,0,2333,?,10,0,2,0,1
0,0.232698,35,0,1115,?,4,0,1,0,0
0,0.00194,81,0,1,?,2,0,0,0,0
0,0.341815,33,0,0.399171,4100,7,0,0,0,0
0,0,79,0,0.0005,8000,7,0,0,0,1
0,0.18398,47,0,0.39836,10000,33,0,3,0,1
0,0.201763,69,0,0.374659,5500,10,0,1,0,1
0,0.057847,42,0,1.492515,1335,4,0,2,0,0
0,0.05457,56,0,0.519438,11600,5,0,2,0,0
0,0.217548,50,0,0.309231,6250,7,0,2,0,1
0,0.571911,53,0,0.234216,6984,8,0,1,1,1
0,0.096278,43,0,1.35113,5000,13,0,2,0,0
0,0.397508,39,0,0.02188,7083,1,0,0,0,0
0,0.028931,81,0,17,?,3,0,0,0,?
0,0.409515,59,0,0.383404,1650,8,0,0,0,1
0,0.064664,39,0,0.16523,14500,6,0,2,0,4
0,1,31,0,0.131947,2500,1,0,0,0,0
0,0.041128,36,0,0.394697,4600,5,0,1,0,0
0,0.664545,76,1,0.334315,15963,7,0,3,0,0
0,0.031699,57,0,0.137038,9500,6,0,1,0,0
0,0.098527,86,0,44,?,2,0,0,0,0
0,1,60,0,0,?,1,0,0,0,0
0,0.478341,56,1,0.50885,6722,9,0,1,0,0
0,0.031661,67,0,0.347076,1333,8,0,0,0,0
0,0.022238,80,0,3355,?,5,0,1,0,0
0,0.039148,56,0,2004,?,4,0,2,0,0
0,0.197083,43,0,0.388182,6599,15,0,1,0,0
0,0.058104,41,0,0.259072,8900,16,0,5,0,2
0,0.078331,85,0,0.016459,6500,6,0,0,0,0
0,0,69,0,0.763618,2000,8,0,2,0,0
0,0.694458,41,0,0.458885,4000,10,0,2,0,2
0,0.005528,64,0,0.583985,3833,11,0,1,0,1
0,0.003277,66,0,0.255395,4772,5,0,1,0,1
0,0.112457,37,1,0.684439,3000,10,0,1,0,0
0,0.462618,47,0,0.686089,3277,7,0,2,0,3
0,1,35,0,0.312165,5416,1,0,1,0,2
0,0.992011,31,2,0.256879,4433,5,0,0,0,0
0,0.57284,36,1,0.470006,6667,10,0,2,0,0
0,0.044254,76,0,0.331372,8325,13,0,1,0,0
0,0.519447,61,0,0.681498,3550,9,0,1,0,1
0,0.497671,56,0,1.997255,1092,14,0,0,0,0
0,0.207619,61,0,0.187427,9384,7,0,0,0,0
0,0.017165,45,0,0.176637,8474,11,0,1,0,0
0,0.447995,41,0,0.263763,8700,9,0,2,0,1
0,0.141646,38,0,0.442711,5000,8,0,2,0,1
0,0.04666,39,0,677,?,8,0,0,0,0
0,0.028718,45,0,2560,?,4,0,1,0,0
0,0.177484,46,1,0.229568,7169,9,0,1,0,0
0,0.02868,46,0,0.007713,7000,4,0,0,0,3
0,0.1949,65,0,0.409335,4477,14,0,1,0,1
0,0.178371,76,0,0.460255,1018,2,0,0,0,0
0,0.173596,62,0,0.176304,6000,10,0,0,0,1
0,0.015163,67,0,0.001988,14583,6,0,0,0,0
0,0.012702,43,0,0.473825,37000,17,0,7,0,0
0,0.479518,52,0,0.481414,13638,10,0,3,0,0
0,0.233615,54,0,0.32419,3025,12,0,0,0,2
0,0.122421,59,0,0.276424,10747,28,0,2,0,0
0,0,59,0,588,?,3,0,1,0,?
0,0.086879,69,0,0.68044,6001,21,0,2,0,0
0,0.005464,67,0,0.141388,7291,8,0,1,0,1
0,0.190832,52,0,0.310817,14300,17,0,1,0,1
0,0.396133,76,0,0.327352,10810,10,0,1,0,1
0,0.091788,59,0,4050,?,9,0,3,0,3
0,0.310186,46,0,0.473064,1781,6,0,0,0,0
0,0.008285,83,0,21,?,7,0,0,0,0
0,0.018396,31,0,0.058046,3100,6,0,0,1,0
0,0.226923,41,1,2360,?,9,0,1,0,3
0,0.028492,74,0,0.069114,8333,13,0,1,0,0
0,0,30,1,0.203243,1849,2,0,0,0,0
0,0.171787,42,0,3179,?,5,0,1,0,0
0,0.031295,56,0,4413,?,10,0,2,0,1
0,0.256779,51,0,0.288178,4000,5,0,1,0,1
0,0.028466,41,0,0.006199,5000,6,0,1,0,3
0,0.009613,87,0,0.240952,5000,5,0,0,0,0
0,0.009666,59,0,0.000364,11000,6,0,0,0,1
0,0.0019,50,0,0.00028,3572,10,0,0,0,0
0,0.003622,62,1,0.183928,6333,18,0,1,0,0
0,0.463897,26,0,0.212697,4000,6,0,0,0,0
0,0.103519,58,0,145,?,4,0,0,0,0
0,0.037106,64,0,0.298969,11833,15,0,2,0,1
0,0.127036,51,0,0.082413,3530,6,0,0,0,0
0,0.073598,46,0,0.313557,8747,10,0,2,0,1
0,0,74,0,0.0773,7140,4,0,1,0,0
0,0.766341,85,0,282,?,2,0,0,0,0
0,0.006522,56,0,0.002038,4416,8,0,0,0,0
0,0.613335,52,0,3722,?,8,0,2,0,1
0,0.70242,46,0,0.601134,3880,13,0,1,0,0
0,0.044796,54,0,7482,?,15,0,4,1,0
0,0.997364,36,0,0.777161,4500,8,0,2,0,3
0,0.45713,45,0,0.574875,4600,17,0,3,0,2
0,0.04216,58,0,0.005416,7200,2,0,0,0,2
0,0.815618,42,0,0.366718,5900,4,0,1,0,2
0,0.013999,52,0,0.259176,3541,8,0,1,0,1
0,0.012414,36,0,0.00457,3500,6,0,0,0,0
0,0.056846,50,7,0.477638,5097,19,0,1,0,2
0,0.55189,52,0,0.292356,8516,5,0,2,0,0
0,0.657852,63,0,0.540243,6000,11,0,1,0,1
0,0.227562,61,1,0.513518,6250,13,0,2,0,0
0,0.512033,47,0,0.196886,5266,13,0,0,0,0
0,0.796407,25,0,0.003332,3300,1,0,0,0,0
0,0.015899,41,0,0.02099,666,3,0,0,0,1
0,0.759476,69,0,0.445111,5000,6,0,1,0,0
0,0.073123,33,0,0.216405,5290,9,0,0,0,0
0,0.212631,30,0,0.506785,2357,6,0,2,0,1
0,0.05343,64,0,0.142699,16292,7,0,1,0,1
0,0.055199,75,0,0.312337,3444,7,0,1,0,0
0,0.805801,42,0,0.341654,8171,19,0,2,0,2
0,0.364401,29,0,0.063932,6850,10,0,0,0,0
0,1,65,0,160,?,3,0,0,0,0
0,0.072431,54,0,0.782826,6800,4,0,3,0,0
0,0.207162,47,0,0.360378,6975,10,0,1,0,4
0,1,61,0,85,?,2,0,0,0,?
0,1.980066,39,0,2036,?,6,3,1,2,0
0,1,29,1,0.13093,3161,3,0,0,0,0
0,0.507366,53,0,0.505989,9600,14,0,2,0,0
0,0.153982,45,1,0.240328,5246,9,1,1,0,0
0,0,27,0,0.009035,3098,1,0,0,0,0
0,0.003583,70,0,0.189038,14631,20,0,2,0,0
0,0,85,0,0,?,8,0,0,0,?
0,0.239208,72,0,0.395796,3900,19,0,0,0,0
0,0.483756,68,0,0.598023,6778,16,0,1,0,0
0,0.175265,29,0,0.285288,3017,9,0,0,0,1
0,0.199505,66,0,0.15436,2545,5,0,0,0,0
0,0,50,0,0.193624,8500,7,0,1,0,1
0,0.153456,56,0,0.010614,6500,1,0,0,0,1
0,0,45,0,0,3896,4,0,0,0,3
0,0.106389,44,0,0.537058,8000,6,0,1,0,1
0,0.506272,40,0,0.09101,900,3,0,0,0,2
0,0,44,0,0.276072,3777,6,0,1,0,1
0,0.061359,39,0,0.807641,2250,5,0,1,0,2
0,0.019276,46,0,3821,?,8,0,2,0,0
0,1,33,0,0.351824,2000,2,0,0,0,1
0,0.493904,53,0,6867,?,12,0,3,0,0
0,0.138159,52,0,0.342611,3592,13,0,1,0,0
0,0.059679,45,0,0.47386,4800,13,0,2,0,0
0,0.420932,48,0,0.17988,9800,5,0,1,0,1
0,0.143435,59,0,0.860308,3700,31,0,3,0,0
0,0.476415,54,0,0.336416,4000,6,0,1,0,0
0,0.207682,49,0,1885,?,6,0,1,0,0
0,0,39,0,0.736281,4500,10,0,2,0,1
0,0.239542,48,0,0.710131,3059,9,0,1,0,0
0,0.02287,43,0,0.170846,8533,6,0,1,0,1
0,0.078688,32,0,560,?,7,0,0,0,0
0,0.130599,43,2,0.218087,9000,8,0,2,2,2
0,0.029999,65,0,29,?,7,0,0,0,0
0,0.167571,69,0,0.330734,5000,10,0,1,0,1
0,0.0427,78,0,915,?,9,0,1,0,0
0,0.004692,58,0,0.198531,4900,14,0,0,0,1
0,0,48,0,0.248979,4160,4,0,0,0,2
0,1,32,0,0.23988,2000,1,0,0,0,0
0,0.461876,51,0,0.449696,2961,10,0,1,0,0
0,0.254232,80,1,0.015708,97336,23,0,1,0,0
0,0.003387,76,0,269,?,6,0,0,0,0
0,0.276336,43,0,6591,0,14,0,2,0,1
0,0.047094,50,0,3585,?,8,0,2,0,0
0,0.441877,52,0,4549,?,9,0,1,0,0
0,0.853623,65,0,0.37485,4166,7,0,0,0,0
0,0.169113,51,0,0.432298,5442,8,0,1,0,0
0,0.481067,28,1,0.300615,3249,7,0,1,0,0
0,0.953654,44,2,1.846154,3158,12,0,3,0,2
0,0.567767,39,2,0.344204,4200,7,0,0,1,3
0,0.140746,79,1,0.465465,1331,13,0,2,0,0
0,0.069592,33,0,0.511545,4200,7,0,1,0,0
0,0.60048,60,0,0.695576,4000,14,0,1,0,1
0,0.303504,31,0,0.102828,3500,5,0,0,0,0
0,0.100773,41,0,0.199762,9230,7,0,1,0,0
0,0.112611,43,0,0.522695,5000,4,0,2,0,2
0,1,64,0,788,?,4,0,1,0,0
0,0.001358,46,0,0.360246,6167,13,0,1,0,0
0,0.297299,47,0,0.379332,9666,11,0,1,0,0
0,0.090302,49,0,0.457394,5808,18,0,3,0,0
0,0.065992,36,0,0.003999,4000,4,0,0,0,2
0,0.039295,52,0,0.306585,7987,8,0,1,0,4
0,0.401705,52,0,0.892574,4160,9,0,2,0,0
0,0.978777,54,0,0.162124,2824,5,0,0,0,1
0,0,32,0,0.523159,3000,6,0,1,0,1
0,0.212083,31,0,0.169932,2500,6,0,0,0,0
0,0.47645,35,0,0.477392,3250,15,0,0,0,0
0,0.020773,70,0,0.10269,10000,7,0,1,0,0
0,0.099607,60,0,0.204233,20833,5,0,2,0,0
0,0,43,0,0.069656,7335,2,0,0,0,4
0,1,23,0,0,0,1,0,0,0,0
0,0.100786,46,0,0.043501,5700,16,0,0,0,0
0,0.071786,65,0,0.004381,10500,8,0,0,0,0
0,0.027984,59,0,2240,?,17,0,1,0,0
0,1,57,0,0.238261,2874,3,0,1,0,0
0,0.000547,64,0,0.000513,7800,13,0,0,0,0
0,0.009166,74,0,0.102141,6725,5,0,1,0,0
0,0.247317,37,0,0.647451,3000,18,0,2,0,1
0,0.357968,54,0,0.163548,42800,16,0,4,0,5
0,0.022804,70,0,0.08908,5219,5,0,0,0,0
0,0.356689,34,0,0.447883,5880,8,0,2,0,1
0,0.89978,44,0,0.168401,7208,4,0,0,0,0
0,0.032335,41,0,1.085485,1742,20,0,1,0,1
0,0.878081,33,0,0.320565,3184,7,0,0,0,4
0,0.375952,56,0,2369,?,6,0,2,0,0
0,0.267279,68,0,2383,?,8,0,1,0,0
0,0.164528,51,1,0.508498,5000,10,0,1,0,1
0,0.016532,51,0,0.307081,9433,8,1,2,0,1
0,0.004455,83,0,0.001846,5416,6,0,0,0,0
0,0.144832,55,1,1.209224,2666,9,0,2,0,3
0,0.172659,31,0,0.051468,5109,5,0,0,0,1
0,0.950639,56,0,0.45709,6000,6,0,2,0,2
0,0,39,1,30,?,3,0,0,0,0
0,0.169496,46,0,0.184318,7600,11,0,1,1,3
0,0.678881,26,0,0.037453,800,1,0,0,0,0
0,0.480063,61,0,3693,?,9,0,2,0,0
0,0.005959,64,0,0.267475,1401,9,0,0,0,0
0,0.055872,60,0,0.004434,10600,8,0,0,0,0
0,0.487809,34,0,0.17682,3200,3,0,0,0,4
0,0,48,0,0.090067,21583,23,0,1,0,1
0,1,80,0,0.338216,3822,4,3,2,0,0
0,0.006516,71,0,0.085396,6381,2,0,0,0,1
0,0.036979,71,0,0.12129,1953,4,0,0,0,0
0,0.784162,45,2,0.454448,6530,13,1,1,0,2
0,0,36,0,0.154247,3072,3,1,0,0,2
0,1,46,0,1028,?,2,0,1,1,0
0,1.126456,35,1,0.123257,2652,4,0,0,0,0
0,0.221705,61,0,3333,?,8,0,3,0,0
0,0.344449,45,0,2779,?,7,0,1,0,0
0,0.020704,64,1,0.1295,3721,11,0,0,0,0
0,0.05791,66,0,0.43469,1400,6,0,0,0,0
0,0.097476,52,2,0.510718,6670,11,0,1,1,1
0,0.451062,48,0,5.2497,7500,26,0,2,0,2
0,0.222472,30,0,0.589816,3200,4,0,1,0,0
0,0.968161,72,0,0.251133,4853,9,0,0,0,0
0,0.087659,71,0,0.264358,4735,7,0,1,0,0
0,0.008565,64,0,0.193607,18800,17,0,2,0,1
0,0.043943,51,0,0.346308,3750,9,0,1,0,0
0,0.015261,51,0,0.165205,2166,6,0,0,0,0
0,0.930199,64,0,1.142979,4685,13,0,1,0,1
0,0.001704,67,0,0.422915,5000,7,0,2,0,2
0,0.5025,53,0,0.492363,3600,6,0,1,0,2
0,0.168428,29,0,0.325836,3200,12,0,2,0,0
0,0.043767,72,0,0.342705,3200,6,0,1,0,0
0,0.100722,46,0,0.570929,8000,4,0,2,0,0
0,0.682264,33,0,0.547297,4883,7,0,3,0,0
0,0.069997,57,0,13826,?,13,0,4,0,0
0,0.085871,65,0,0.269365,2000,7,0,1,0,0
0,0.327011,56,0,0.249969,8060,18,0,2,1,0
0,0,26,0,0.686967,820,4,0,0,0,0
0,0.000061,79,0,0,2417,9,0,0,0,1
0,0.015179,46,1,47,?,18,0,0,0,0
0,0.053253,57,0,0.421183,5664,16,0,2,0,2
0,0.015768,50,0,20,0,3,0,0,0,0
0,0.033779,30,0,0.02035,2800,5,0,0,0,0
0,0.269077,49,0,0.372679,5116,19,0,1,0,0
0,0.161305,70,0,0.346354,7500,9,0,2,0,0
0,0.709192,28,0,0.274181,4000,8,0,0,0,1
0,0,45,0,0.233349,6500,3,0,1,0,2
0,0.254882,59,0,0.072948,7333,2,0,0,0,2
0,1,42,0,0.424242,3200,5,0,0,0,3
0,0.938062,61,0,3086,?,6,0,2,0,?
0,0.054767,44,0,0.363182,2400,5,0,1,0,3
0,0.829521,67,0,0.489303,7618,12,0,2,0,1
0,0.004029,72,0,0.008589,7916,51,0,0,0,1
0,0.064809,80,0,0.232291,9500,14,0,1,0,0
0,0.028174,55,0,0.282929,4000,12,0,2,0,0
0,0.011071,62,1,0.27862,8900,21,0,1,0,3
0,0.029072,36,0,26,?,7,0,0,0,0
0,0.020481,81,0,167,?,5,0,0,0,?
0,0.824726,43,0,0.111287,3800,5,0,0,0,1
0,0,45,0,0.391753,3200,4,0,1,0,2
0,0.668224,27,0,0.17496,4400,14,0,0,0,0
0,0.853431,70,0,0.281919,3500,7,0,0,0,0
0,0.38872,49,0,3299,?,7,0,2,0,0
0,0.97381,42,0,0.314966,9200,8,1,1,0,3
0,0.017918,45,0,1189,?,10,0,1,0,0
0,0.002447,82,0,0.335749,12833,10,0,3,0,1
0,0.000213,57,0,0.165278,3000,4,0,0,0,2
0,0.118156,66,0,1914,?,8,0,2,0,0
0,0.252058,43,0,0.339424,5800,5,0,1,0,1
0,0.419395,36,0,0.134247,3500,5,0,0,1,0
0,0.086913,30,0,0.930144,2361,8,0,1,0,1
0,0.889844,48,0,0.604904,3955,13,0,0,0,0
0,0.39124,68,0,2.693124,2166,13,0,2,0,0
0,0.010428,68,0,251,?,6,0,1,0,0
0,0.269178,49,0,0.367726,5000,15,0,2,0,0
0,0.099559,40,0,0.358955,1300,6,0,1,0,0
0,0.318037,64,0,2.236509,1500,19,0,1,0,0
0,0.712925,47,0,0.372831,14000,7,0,1,0,1
0,0.00313,48,0,0.098613,5333,16,0,0,0,1
0,0.02232,62,0,491,?,13,0,1,0,0
0,0.457621,71,1,0.396286,7269,8,0,2,0,0
0,0.8411,65,0,2399,?,9,0,1,0,0
0,0.010293,62,0,1429,?,11,0,2,0,1
0,0.662068,41,1,0.280336,17000,7,0,2,0,0
0,0.010675,82,0,0.002999,4000,6,0,0,0,0
0,0.876346,42,2,0.523255,15200,11,0,2,0,3
0,0.72687,46,0,0.235649,6305,10,0,1,0,2
0,1,33,0,0.446367,2600,5,0,1,0,0
0,0.134547,67,0,0.357763,5416,10,0,2,0,0
0,0.468385,41,0,0.381553,6504,9,0,2,0,1
0,0.418707,31,0,0.153381,5293,15,0,0,0,2
0,0.481459,64,0,2261,?,7,0,1,0,0
0,0.079808,48,0,0.496412,8500,12,0,2,0,1
0,0.389553,49,0,3355,?,5,0,1,0,0
0,0.009148,75,0,22,?,4,0,0,0,0
0,0.014581,46,0,0.466553,5291,21,0,3,0,2
0,0.049374,58,0,0.149224,10500,10,0,1,0,0
0,0.089373,49,0,973,?,10,0,1,0,1
0,1,51,0,0,?,0,2,0,0,0
0,1,62,0,0.091902,18856,3,0,1,0,0
0,0.119474,26,0,60,?,3,0,0,0,0
0,0.223261,37,1,0.245561,9911,10,0,2,0,2
0,0.176435,48,0,0.317543,4200,16,0,1,0,0
0,0.003317,51,0,1375,?,6,0,2,0,?
0,0.002174,79,0,0,3500,3,0,0,0,0
0,0.286931,44,0,0.7755,1950,13,0,0,0,1
0,0.589138,44,0,0.134087,10000,15,0,0,0,0
0,0.015414,82,0,0.002249,4000,2,0,0,0,1
0,0.114885,23,0,0.201999,1400,4,0,0,0,0
0,0.06009,44,0,0.289561,7500,17,0,1,0,4
0,0.006017,52,0,0.167206,9263,6,0,1,0,0
0,0.01,71,0,0.045624,6991,9,0,1,0,0
0,0.972736,68,1,0.919791,3253,11,0,1,0,0
0,0.718119,36,0,0.273768,5500,6,0,1,0,0
0,0.259387,52,0,0.592002,3200,15,0,1,0,0
0,0.558882,49,0,0.487112,9077,18,0,1,0,3
0,0.267899,42,0,0.31168,1600,5,0,0,0,0
0,0.223841,52,0,0.884248,4500,22,0,2,0,0
0,0.063137,41,0,0.3207,4458,9,0,1,0,2
0,0.340229,62,0,0.295857,30000,12,0,3,0,0
0,0.377507,79,0,0.086365,2500,10,0,0,0,0
0,0,90,0,25,?,7,0,0,0,?
0,0.076902,58,0,1586,?,2,0,1,0,?
0,0,58,0,0.451198,6300,15,0,2,0,0
0,0.001554,30,0,0.444111,5000,9,0,2,0,1
0,0.236607,53,0,0.641124,7007,22,0,1,0,3
0,0.149732,57,0,0.24708,10700,8,0,1,0,3
0,0.018295,80,0,0.251126,4662,9,0,1,0,0
0,0,30,1,0.217105,1975,5,0,0,0,0
0,0.100724,39,1,0.232471,8000,10,0,2,0,1
0,0.983475,54,1,0.208583,4333,8,0,0,0,2
0,0.035397,37,0,2340,?,14,0,2,0,0
0,0.472515,26,0,25,0,1,0,0,0,0
0,0.322909,55,3,0.397091,13200,19,0,1,0,3
0,0.189259,52,0,0.748626,2000,15,0,0,0,3
0,0.600709,46,0,0.443111,5000,4,0,1,0,3
0,0,71,0,0.117305,2923,11,0,0,0,0
0,0.639792,46,0,3178,?,6,0,2,0,1
0,0.401691,43,0,0.518914,6000,9,0,1,0,2
0,0.065959,78,0,0.055168,11183,8,0,1,0,1
0,0.549005,48,0,0.731352,5080,8,0,2,0,1
0,0.822859,37,0,637,?,2,0,0,0,0
0,0.150518,51,0,0.151226,6400,4,0,1,0,0
0,1,58,0,0.305149,3417,1,0,1,0,0
0,0.109795,66,0,1027,?,3,0,0,0,0
0,0,26,0,0.111186,2976,2,0,0,0,0
0,0.057741,39,1,0.165209,4000,11,0,0,0,1
0,0.628196,65,0,0.474843,4451,8,0,1,0,0
0,0,59,0,0.078075,11283,7,0,0,0,0
0,0.019587,57,0,0.010775,89191,9,0,1,0,1
0,0.159697,69,0,0.027397,10438,9,0,1,0,0
0,1,47,0,0.208954,8666,3,0,2,0,1
0,0.019142,43,0,0.093431,8829,5,0,0,0,1
0,0.940127,36,0,1779,?,5,0,0,0,0
0,0.027335,57,0,2307,0,16,0,1,0,0
0,0.640719,26,0,566,?,4,0,0,0,2
0,1,41,0,0.219905,3355,2,0,0,0,0
0,0.219835,48,0,0.254731,9405,11,0,1,0,2
0,0.955602,58,1,0.477831,7690,6,0,1,0,0
0,0.311778,40,0,0.212598,2031,2,0,0,0,0
0,0.017941,36,0,0.485786,3200,6,0,1,0,3
0,1,93,0,1974,?,1,0,1,0,0
0,1,82,0,0,?,0,0,0,0,0
0,0.538922,33,0,0.089734,4100,3,0,0,0,0
0,0,51,0,0,2904,1,0,0,0,0
0,0.199946,53,0,0.40345,8000,13,0,1,0,1
0,1,30,0,0.017634,2324,0,1,0,0,0
0,0.204553,44,0,0.098687,2664,5,0,0,0,1
0,0.017896,66,1,0.007018,5414,7,0,0,0,0
0,1,96,0,0,?,1,0,0,0,1
0,0.256257,61,0,0.241329,8850,10,0,1,0,1
0,0.075325,66,0,0.611343,5500,13,0,1,0,0
0,0.046557,66,0,3249,?,15,0,1,0,0
0,0.001104,76,0,513,?,4,0,0,0,?
0,0.03283,62,0,0.224868,6425,11,0,3,0,0
0,0.915839,58,2,0.436897,4666,10,0,1,0,0
0,0.029998,70,0,0.119215,2700,11,0,0,0,0
0,0,77,0,1,?,2,0,0,0,?
0,0.151246,43,0,0.486951,10000,10,0,2,0,2
0,0.098835,30,0,0.034747,12000,9,0,0,0,0
0,0.371526,29,1,0.07966,6125,4,0,0,0,0
0,0.327748,43,0,0.323383,6833,12,0,1,0,2
0,0.47194,77,0,0.348603,7050,4,0,1,0,1
0,0.843508,61,2,34102,?,15,0,1,1,1
0,0.107153,63,0,0.088435,9000,4,0,1,0,1
0,0.182545,47,0,0.407002,8397,6,0,1,0,3
0,0.051603,60,0,924,?,17,0,0,0,0
0,0.01864,67,0,0.147935,14600,5,0,1,0,2
0,0.256196,49,0,0.311238,12385,9,0,2,0,1
0,0.456049,31,0,0.018947,7916,3,0,0,0,0
0,0.162547,37,2,0.225918,5200,7,0,2,1,0
0,0.013873,33,1,0.104074,7657,4,0,0,1,0
0,0.014943,37,0,0.155285,17000,6,0,1,0,1
0,0.011927,77,0,0.009865,7500,12,0,0,0,0
0,0.296967,71,0,0.543364,4000,14,0,1,0,0
0,0.13046,50,0,1313,?,6,0,1,0,0
0,0.181637,31,1,0.118588,1500,3,1,0,0,0
0,0.08876,54,0,0.307231,16000,7,0,1,0,1
0,1,36,0,0.156467,4166,1,0,0,1,1
0,0.269397,52,0,0.303602,7634,10,0,2,0,3
0,0.054509,47,0,0.349545,4728,8,0,1,0,0
0,0.064418,69,0,0.009908,11000,5,0,0,0,0
0,0.017093,70,0,0.009999,7500,5,0,0,0,0
0,0.019494,69,0,0.160175,10500,14,0,1,0,0
0,0.369231,47,0,0.338698,8263,5,0,1,0,0
0,0.627641,43,0,0.493277,6916,13,0,1,0,2
0,1.059117,27,0,0.114119,2917,4,0,0,0,0
0,0.557797,49,0,0.306792,3930,7,0,0,0,0
0,0.141663,38,0,0.208537,14500,13,0,1,0,0
0,0.100631,37,0,0.239435,7500,4,0,1,0,1
0,1,31,0,0.476973,2800,7,0,1,0,0
0,0.422366,40,0,0.455554,5680,8,0,2,0,4
0,0.422975,37,0,1730,0,6,0,1,0,0
0,0.232529,29,0,0.050722,2700,7,0,0,0,1
0,0.636935,43,0,0.539371,8800,5,0,2,0,3
0,0.867073,46,0,2410,?,3,0,0,0,0
0,0.126541,66,0,0.003562,9545,1,0,0,0,0
0,0.04506,61,0,1956,?,10,0,2,0,1
0,0.072097,27,0,0.071762,4500,6,0,0,0,0
0,0.025213,64,0,0.014616,3283,18,0,0,0,0
0,1,71,0,1664,0,7,0,1,0,0
0,0.074228,70,0,2446,?,10,0,4,0,?
0,0.329191,54,1,0.401466,4500,17,0,0,0,0
0,0.095815,78,0,0.315247,4846,23,0,2,0,0
0,0.025459,65,0,1026,?,7,0,1,0,0
0,0.931338,52,1,1459,?,4,0,1,0,4
0,0.577964,56,0,0.336088,5566,9,0,0,0,0
0,0.072899,40,2,0.460875,3360,8,0,1,0,0
0,0.142619,35,0,0.196934,3000,3,0,0,0,4
0,0.028616,62,0,0.110938,16666,12,0,1,0,2
0,0.039034,69,0,0.103074,5432,17,0,1,0,0
0,0.009936,56,0,0.162355,8000,11,0,1,0,1
0,0.399933,41,1,0.28005,14500,17,2,2,0,5
0,0.82037,32,0,0.248848,2820,7,0,0,0,0
0,0.950212,54,0,0.617578,5540,11,1,2,0,1
0,1.156258,66,4,0.120367,2400,6,1,0,1,0
0,0.121628,72,0,825,?,7,0,0,0,0
0,0.369905,32,0,0.070462,3916,4,0,0,0,0
0,0.012822,46,0,0.210338,11200,17,0,2,0,2
0,0.357348,38,0,0.297896,12500,9,0,1,0,3
0,0.080194,53,1,0.018764,7833,8,0,0,0,0
0,0.022306,72,0,374,?,2,0,0,0,0
0,0.493028,43,1,0.447277,7491,7,0,3,0,0
0,0.093733,34,0,0.070991,8000,9,0,0,0,0
0,0.019837,32,0,369,?,6,0,0,0,0
0,1,64,0,0.469751,5900,8,0,1,0,1
0,0.024817,73,0,0.307769,10000,8,0,1,0,0
0,0.030983,47,0,0.45193,12200,9,0,2,0,5
0,0.647132,49,4,0.974681,4699,18,0,1,0,2
0,0.098052,71,0,1199,?,8,0,0,0,0
0,0,24,0,0,400,1,0,0,0,0
0,0.033563,76,1,19,?,7,0,0,0,0
0,0.120269,24,0,0.027809,898,2,0,0,0,0
0,0.046233,51,0,0.296713,6480,13,0,1,0,0
0,0.438078,46,0,2276,?,2,0,1,0,?
0,0.117628,49,0,0.347986,7620,21,0,2,0,1
0,0.216172,64,0,2697,?,9,0,1,0,0
0,0.3144,38,0,0.87105,5916,9,0,2,0,2
0,0.076655,52,0,0.056532,15300,15,0,0,0,3
0,0.953218,30,0,0.055939,4200,1,0,0,1,1
0,0.120482,59,0,0.172795,2800,7,0,0,0,1
0,0.002052,58,0,646,?,4,0,1,0,0
0,0.052429,50,0,0.28995,8666,9,0,3,0,0
0,0.430028,34,0,0.323237,6833,5,0,2,0,0
0,0.031512,51,0,0.946812,5583,8,0,1,0,0
0,0.922967,22,0,0.121951,2500,3,0,0,0,0
0,0.033035,65,0,1386,?,9,0,1,0,0
0,0.038314,43,0,459.5,1,12,0,2,0,2
0,1,58,0,0.155176,4800,2,0,0,0,1
0,0.008823,61,0,0.555123,3083,8,0,2,0,0
0,1,43,0,0,2455,0,0,0,0,2
0,0.016703,61,0,0.002529,7116,5,0,0,0,0
0,0.00579,66,0,13329,?,21,0,6,0,0
0,0.022423,65,0,0.140508,4924,12,0,1,0,3
0,0,53,0,703,?,6,0,1,0,0
0,0.16282,41,0,0.380205,9870,7,0,2,0,0
0,0.009043,72,0,0.084125,4314,17,0,0,0,0
